ts_ns,equity
1754556900000000000,100000.0
1754558700000000000,100000.0
1754560500000000000,100000.0
1754562300000000000,100000.0
1754564100000000000,100000.0
1754565900000000000,100000.0
1754567700000000000,100000.0
1754569500000000000,100000.0
1754571300000000000,100000.0
1754573100000000000,100000.0
1754574900000000000,100000.0
1754576700000000000,100000.0
1754578500000000000,100000.0
1754580300000000000,100000.0
1754582100000000000,100000.0
1754583900000000000,100000.0
1754585700000000000,99998.05
1754587500000000000,99998.05
1754589300000000000,99998.05
1754591100000000000,99998.05
1754592900000000000,99998.05
1754594700000000000,99998.05
1754596500000000000,100076.56
1754598300000000000,100076.56
1754600100000000000,100076.56
1754601900000000000,100076.56
1754603700000000000,100076.56
1754605500000000000,100076.56
1754607300000000000,100076.56
1754609100000000000,100076.56
1754610900000000000,100076.56
1754612700000000000,100076.56
1754614500000000000,100076.56
1754616300000000000,100076.56
1754618100000000000,100076.56
1754619900000000000,100076.56
1754621700000000000,100076.56
1754623500000000000,100076.56
1754625300000000000,100076.56
1754627100000000000,100076.56
1754628900000000000,100076.56
1754630700000000000,100076.56
1754632500000000000,100076.56
1754634300000000000,100076.56
1754636100000000000,100076.56
1754637900000000000,100076.56
1754639700000000000,100076.56
1754641500000000000,100076.56
1754643300000000000,100105.05
1754645100000000000,100105.05
1754646900000000000,100105.05
1754648700000000000,100105.05
1754650500000000000,100105.05
1754652300000000000,100105.05
1754654100000000000,100105.05
1754655900000000000,100105.05
1754657700000000000,100105.05
1754659500000000000,100105.05
1754661300000000000,100105.05
1754663100000000000,100103.05
1754664900000000000,100103.05
1754666700000000000,100171.09000000001
1754668500000000000,100171.09000000001
1754670300000000000,100171.09000000001
1754672100000000000,100171.09000000001
1754673900000000000,100171.09000000001
1754675700000000000,100171.09000000001
1754677500000000000,100171.09000000001
1754679300000000000,100171.09000000001
1754681100000000000,100171.09000000001
1754682900000000000,100171.09000000001
1754684700000000000,100171.09000000001
1754686500000000000,100171.09000000001
1754688300000000000,100171.09000000001
1754690100000000000,100171.09000000001
1754691900000000000,100171.09000000001
1754693700000000000,100171.09000000001
1754695500000000000,100171.09000000001
1754697300000000000,100171.09000000001
1754699100000000000,100171.09000000001
1754700900000000000,100187.89
1754702700000000000,100187.89
1754704500000000000,100187.89
1754706300000000000,100186.89
1754708100000000000,100186.89
1754709900000000000,100186.89
1754711700000000000,100186.89
1754713500000000000,100186.89
1754715300000000000,100186.89
1754717100000000000,100194.31
1754718900000000000,100194.31
1754720700000000000,100194.31
1754722500000000000,100194.31
1754724300000000000,100194.31
1754726100000000000,100194.31
1754727900000000000,100194.31
1754729700000000000,100194.31
1754731500000000000,100194.31
1754733300000000000,100194.31
1754735100000000000,100194.31
1754736900000000000,100194.31
1754738700000000000,100194.31
1754740500000000000,100194.31
1754742300000000000,100194.31
1754744100000000000,100194.31
1754745900000000000,100194.31
1754747700000000000,100194.31
1754749500000000000,100194.31
1754751300000000000,100194.31
1754753100000000000,100194.31
1754754900000000000,100194.31
1754756700000000000,100194.31
1754758500000000000,100194.31
1754760300000000000,100201.28
1754762100000000000,100201.28
1754763900000000000,100201.28
1754765700000000000,100201.28
1754767500000000000,100201.28
1754769300000000000,100201.28
1754771100000000000,100201.28
1754772900000000000,100201.28
1754774700000000000,100219.29
1754776500000000000,100219.29
1754778300000000000,100219.29
1754780100000000000,100219.29
1754781900000000000,100219.29
1754783700000000000,100219.29
1754785500000000000,100219.29
1754787300000000000,100219.29
1754789100000000000,100219.29
1754790900000000000,100219.29
1754792700000000000,100219.29
1754794500000000000,100219.29
1754796300000000000,100219.29
1754798100000000000,100219.29
1754799900000000000,100219.29
1754801700000000000,100219.29
